% generated: 2015.09.01 16:57:43

@relation "CheS-Mapper-Dataset"

@attribute "STRUCTURE_MolecularWeight_881152140" numeric
@attribute "LOG_ER_RBA_443816617" numeric
@attribute "ActivityCategory_ER_RBA_1291354987" {"active medium","active strong","active weak","inactive","slight binder"}
@attribute "F1_Ring_1382529864" {0,1}
@attribute "F2_AromaticRing_547664213" {0,1}
@attribute "F3_PhenolicRing_448747194" {0,1}
@attribute "F4_Heteroatom_315911517" {0,1}
@attribute "F5_Phenol3nPhenyl_2105948596" {0,1}
@attribute "Hydroquinones (P450 mediated activation to quinones and quinone-type chemicals)_2016215368" {0,1}
@attribute "Alkyl-phenols (P450 mediated activation to quinones and quinone-type chemicals)_415732337" {0,1}
@attribute "Arenes (P450 mediated activation to quinones and quinone-type chemicals)_692628145" {0,1}

@data
0.524383768656572,0.0,"inactive",1,0,0,0,0,0,0,0
0.10864633204573394,0.9993861595985043,"active weak",1,1,1,0,0,0,0,0
0.10864633204573394,0.9994031551796532,"active weak",1,1,1,0,0,0,0,0
0.0776645523390959,0.0,"inactive",1,1,0,0,0,0,0,1
0.24810752320041396,0.0,"inactive",1,1,0,0,0,0,0,0
0.4870845671644335,0.0,"inactive",1,1,0,0,0,0,0,0
0.6112690380493759,0.0,"inactive",1,0,0,0,0,0,0,0
0.31248484740513993,0.0,"inactive",1,1,0,0,0,0,0,0
0.8741678175538504,0.0,"inactive",1,0,0,0,0,0,0,0
0.540664917163233,0.0,"inactive",1,0,0,0,0,0,0,0
0.4374984992637679,0.49987003379121425,"slight binder",1,1,0,0,0,0,0,0
0.2540206175984657,0.0,"inactive",1,1,0,0,0,0,0,0
0.2082547463930047,0.0,"inactive",1,1,0,0,0,0,0,0
0.33724389694144147,0.0,"inactive",1,1,1,0,1,0,0,0
0.2830036102872661,0.9994621398436405,"active weak",1,1,1,0,1,0,0,0
0.5041991567992453,0.9994551416631675,"active weak",1,1,0,0,0,0,0,0
0.36922177821945684,0.0,"inactive",1,1,1,0,0,0,0,0
0.4374984992637679,0.0,"inactive",1,1,0,0,0,0,0,0
0.4335948422697174,0.0,"inactive",1,1,0,0,0,0,0,0
0.5041991567992453,0.0,"inactive",1,1,0,0,0,0,0,0
0.4141636968226219,0.9996760842181033,"active medium",1,1,1,0,0,0,0,0
0.28076238175166707,0.9995961050126966,"active medium",1,1,1,0,0,0,0,0
0.445138892654177,0.9994151520604643,"active weak",1,1,1,0,0,0,0,0
0.21406172421618969,0.9994631395837081,"active weak",1,1,1,0,0,0,0,0
0.21406172421618969,0.9995221242476955,"active weak",1,1,1,0,0,0,0,0
0.10864633204573394,0.9993791614180312,"active weak",1,1,1,0,0,0,0,0
0.23541632940443818,0.0,"inactive",1,1,0,0,0,0,0,0
0.605738582979676,0.0,"inactive",1,0,0,1,0,0,0,0
0.7678448188388678,0.9995511167096555,"active medium",1,0,0,1,0,0,0,0
0.38093255555822353,0.0,"inactive",1,0,0,0,0,0,0,0
0.21729886067978127,0.9995581148901286,"active medium",1,1,1,0,0,0,0,0
0.3717945242298222,0.0,"inactive",1,1,0,0,0,0,0,0
0.3374022972302025,1.0,"active strong",1,1,1,0,1,0,0,0
0.25982875728195953,0.9995291224281686,"active weak",1,1,1,0,1,0,0,0
0.38017831457445317,0.9994511427028973,"active weak",1,0,0,1,0,0,0,0
0.3452096112183035,0.999940015595945,"active strong",1,1,1,0,0,0,0,0
0.3761913909249415,0.9998390418491192,"active strong",1,1,1,0,0,0,0,0
0.341305954224253,0.9998260452282407,"active strong",1,1,1,0,0,0,0,0
0.39172546325306945,0.9999680083178374,"active strong",1,1,1,0,0,0,0,0
0.9927314019083943,0.9998970267730389,"active strong",1,1,1,0,0,0,0,0
0.42669416660921916,0.0,"inactive",1,0,0,1,0,0,0,0
0.3762746575804027,0.0,"inactive",1,0,0,1,0,0,0,0
0.3761913909249415,0.9998870293723631,"active strong",1,1,1,0,0,0,1,0
0.24446083097798435,0.9995871073520883,"active medium",1,1,1,0,0,0,1,0
0.3761913909249415,0.9999220202747285,"active strong",1,1,1,0,0,1,1,0
0.4498686323277562,0.9998540379501328,"active strong",1,1,1,0,0,0,0,0
0.8359627523076483,0.9998560374302681,"active strong",1,1,1,0,0,0,0,0
0.3452096112183035,0.9997890548457401,"active strong",1,1,1,0,0,0,0,0
0.38408197156850377,0.999473136984384,"active weak",1,0,0,1,0,0,0,0
0.38408197156850377,0.9996480914962109,"active medium",1,0,0,1,0,0,0,0
0.4226237826608615,0.49987003379121425,"slight binder",1,1,0,0,0,0,0,1
0.34131466817656875,0.9999880031191889,"active strong",1,1,1,0,1,0,0,0
0.3335077414752373,0.9998970267730389,"active strong",1,1,1,0,1,0,0,0
0.909207781675604,0.9997610621238476,"active strong",1,1,0,0,0,0,0,0
0.5681551129986608,0.999964009357567,"active strong",1,1,1,0,1,0,0,0
0.9759241243252498,0.9997260712214824,"active medium",1,1,0,0,0,0,0,0
0.6418323544014755,0.9997260712214824,"active medium",1,1,0,0,0,0,0,0
0.37993122561545684,0.9995901065722912,"active medium",1,1,1,0,1,0,0,0
0.3567536616027631,0.0,"inactive",1,1,1,0,0,0,0,0
0.3410637063498764,0.999435146861816,"active weak",1,1,1,0,1,1,0,0
0.41889711572051225,0.999775058484794,"active strong",1,1,0,0,0,0,0,0
0.3410557669710999,0.9995851078719533,"active medium",1,1,1,0,1,0,0,0
0.34496716970054214,0.9995271229480336,"active weak",1,1,1,0,1,0,0,0
0.3488706330512079,0.9996240977345889,"active medium",1,1,1,0,1,0,1,0
0.36822567664807954,0.9995031291864114,"active weak",1,1,1,0,1,0,0,0
0.43815495033821755,0.9997720592645911,"active strong",1,1,1,0,0,0,0,0
0.3100819266432384,0.0,"inactive",1,1,1,0,1,0,0,0
0.372037546677738,0.9995791094315477,"active medium",1,1,1,0,1,0,0,0
0.4030272657631525,0.9994311479015455,"active weak",1,1,1,0,1,0,0,0
0.3371521099770494,0.9997350688820907,"active medium",1,1,1,0,1,0,0,0
0.43400904546979047,0.9994651390638434,"active weak",1,1,1,0,1,1,0,0
0.5664888116725135,0.0,"inactive",1,0,0,1,0,0,0,0
0.43815495033821755,0.9999030252134444,"active strong",1,1,1,0,0,0,0,0
0.29071971824112947,0.0,"inactive",1,1,1,0,1,0,0,0
0.2325831330415257,0.0,"inactive",1,1,1,0,1,0,0,0
0.2597379385344914,0.0,"inactive",1,1,1,0,1,0,0,0
0.23257635552305791,0.9994791354247895,"active weak",1,1,1,0,1,0,0,0
0.4341813880822566,0.9995531161897906,"active medium",1,1,1,0,1,0,0,0
0.5039865363627422,0.9994151520604643,"active weak",1,1,1,0,1,0,0,0
0.30238847496539595,0.9994331473816808,"active weak",1,1,1,0,1,0,0,0
0.3401460303493405,0.0,"inactive",1,1,0,0,0,0,0,0
0.6400829800632517,0.0,"inactive",1,1,1,0,1,0,0,0
0.22494932352619956,0.0,"inactive",1,1,0,0,0,0,0,0
0.13572445475832146,0.0,"inactive",1,1,1,0,0,1,0,0
0.15507581913088203,0.0,"inactive",0,0,0,0,0,0,0,0
0.1202767473798114,0.0,"inactive",1,1,0,0,0,0,0,0
0.10091938006232223,0.0,"inactive",0,0,0,0,0,0,0,0
0.19196081742294738,0.0,"inactive",1,1,0,0,0,0,0,0
0.11238306844209252,0.0,"inactive",1,1,1,0,0,1,0,0
0.5157358487350827,0.0,"inactive",1,0,0,1,0,0,0,0
0.11437972538269746,0.0,"inactive",1,1,1,0,0,1,1,0
0.2675514491109058,0.0,"inactive",1,1,0,0,0,0,0,0
0.20168442634696404,0.0,"inactive",1,1,0,0,0,0,0,0
0.06670065753547741,0.0,"inactive",1,1,1,0,0,0,0,0
0.55536554836321,0.0,"inactive",1,0,0,1,0,0,0,0
0.23257635552305791,0.9994941315258034,"active weak",1,1,1,0,1,0,0,0
0.24578418986966252,0.0,"inactive",1,1,0,0,0,0,0,0
0.2055046230421686,0.0,"inactive",1,1,0,0,0,0,0,0
0.5156622642488612,0.0,"inactive",1,1,0,0,0,0,0,0
0.28299586455187437,0.999435146861816,"active weak",1,1,1,0,1,0,0,1
0.2830036102872661,0.9993671645372203,"active weak",1,1,1,0,1,0,0,1
0.9882818642126111,0.0,"inactive",1,1,1,0,1,0,0,0
0.2598243034841093,0.0,"inactive",1,1,0,0,0,0,0,0
0.20741142945222937,0.0,"inactive",1,1,0,0,0,0,0,0
0.24620052314696836,0.0,"inactive",1,1,0,0,0,0,0,0
0.33889935423804035,0.9994951312658708,"active weak",1,1,1,0,1,0,0,0
0.3722042736320451,0.9994271489412753,"active weak",1,1,1,0,1,0,0,0
0.403269513637529,0.9995891068322236,"active medium",1,1,1,0,1,1,1,0
0.1473548700923989,0.0,"inactive",1,1,1,0,0,0,0,0
0.4380743946901435,0.9993731629776258,"active weak",1,1,1,0,1,0,0,0
0.1473548700923989,0.9994361466018834,"active weak",1,1,1,0,0,0,0,0
0.5681678934620572,0.9998580369104033,"active strong",1,1,1,0,1,0,0,0
0.28698278820138606,0.9996330953951973,"active medium",1,1,1,0,1,0,0,0
0.9759241243252498,0.9997540639433746,"active strong",1,1,0,0,0,0,0,0
0.13580772141378264,0.9994141523203967,"active weak",1,1,1,0,0,0,0,0
0.2055048166855534,0.9994381460820186,"active weak",1,1,1,0,1,0,0,0
0.2055048166855534,0.0,"inactive",1,1,1,0,1,0,0,0
0.05432316602286697,0.9993231759742467,"active weak",1,1,1,0,0,0,1,0
0.36730761336077394,0.0,"inactive",1,1,0,0,0,0,0,0
0.0,0.0,"inactive",1,1,1,0,0,0,0,0
0.4069307291138182,0.0,"inactive",1,1,1,0,1,1,0,0
0.3410637063498764,0.9995051286665466,"active weak",1,1,1,0,1,1,0,0
0.3410637063498764,0.0,"inactive",1,1,1,0,1,0,0,0
0.2520140848452364,0.9994851338651951,"active weak",1,1,1,0,1,0,0,0
0.5740459384074614,0.0,"inactive",1,1,0,0,0,0,0,0
0.193784357177547,0.0,"inactive",1,1,0,0,0,0,0,0
0.09386572612783718,0.9994021554395858,"active weak",1,1,1,0,0,0,0,0
0.027161583011433486,0.9992901845520165,"active weak",1,1,1,0,0,0,1,0
0.2520140848452364,0.999497130746006,"active weak",1,1,1,0,1,0,0,0
0.21721210844339378,0.0,"inactive",1,1,0,0,0,0,0,0
0.20168500727711844,0.9994711375042488,"active weak",1,1,1,0,1,0,1,1
0.23266678698375642,0.9995961050126966,"active medium",1,1,1,0,1,0,1,0
0.14736106668071228,0.9993961569991802,"active weak",1,1,1,0,0,0,0,0
0.13572445475832146,0.0,"inactive",1,1,1,0,0,1,0,0
0.19777437912121534,0.49987003379121425,"slight binder",1,1,1,0,1,0,0,0
0.22875615882785338,0.9996850818787115,"active medium",1,1,1,0,1,0,0,0
0.3139853899939042,0.9996141003339131,"active medium",1,1,1,0,1,0,0,0
0.3100819266432384,0.9996580888968868,"active medium",1,1,1,0,1,0,0,0
0.2830791312073355,0.9998560374302681,"active strong",1,1,1,0,1,0,0,0
0.3645731751241061,0.9998710335312818,"active strong",1,1,1,0,1,0,0,0
0.31422783151166556,0.9997100753804011,"active medium",1,1,0,0,0,0,0,1
0.31422783151166556,0.9998540379501328,"active strong",1,1,1,0,0,0,0,0
0.0776645523390959,0.0,"inactive",1,1,0,0,0,0,0,1
0.5777348448877759,0.0,"inactive",1,0,0,1,0,0,0,0
0.48865772602249524,0.0,"inactive",1,0,0,1,0,0,0,0
0.19379713764094333,0.0,"inactive",1,1,0,0,0,0,0,0
0.4495855256991882,0.0,"inactive",1,1,0,0,0,0,0,0
0.23657528506242678,0.0,"inactive",1,1,0,0,0,0,0,0
0.9419267361872237,0.0,"inactive",1,1,1,0,1,0,0,0
0.05432316602286697,0.49987003379121425,"slight binder",1,1,1,0,0,0,1,0
0.05432316602286697,0.9993531681762741,"active weak",1,1,1,0,0,0,0,0
0.6208119776953804,0.0,"inactive",1,0,0,1,0,0,0,0
0.45993072988839173,0.9996510907164138,"active medium",1,1,1,0,1,0,0,0
0.2211126671432876,0.9994521424429649,"active weak",1,1,1,0,0,0,0,0
0.3893188632668569,0.9996770839581709,"active medium",1,1,1,0,1,0,0,0
0.36215728025542343,0.999782056665267,"active strong",1,1,1,0,1,0,0,0
0.5353374003607965,0.0,"inactive",0,0,0,0,0,0,0,0
0.28299586455187437,0.9994751364645192,"active weak",1,1,1,0,1,0,0,0
0.38017831457445317,0.0,"inactive",1,0,0,1,0,0,0,0
0.10466386219407252,0.0,"inactive",1,1,0,0,0,0,0,0
0.027161583011433486,0.0,"inactive",1,1,0,0,0,0,0,1
0.038872553993585,0.0,"inactive",0,0,0,0,0,0,0,0
0.01561462797620202,0.0,"inactive",0,0,0,0,0,0,0,0
0.24835751681018226,0.0,"inactive",0,0,0,0,0,0,0,0
0.3917351454223091,0.9996151000739807,"active medium",1,1,0,0,0,0,0,0
0.34131466817656875,0.9997110751204685,"active medium",1,1,1,0,0,0,0,0
0.395545659948274,0.999466138803911,"active weak",1,1,0,0,0,0,0,0
0.3684675372356865,0.999837042368984,"active strong",1,1,1,0,1,0,0,0
0.3103328884699307,0.9995201247675604,"active weak",1,1,0,0,0,0,0,1
0.4033527802929902,0.9995751104712775,"active medium",1,1,0,0,0,0,0,0
0.4305143633044237,0.9995921060524263,"active medium",1,1,0,0,0,0,0,0
0.3374948587681338,0.9998000519864835,"active strong",1,1,1,0,1,0,0,1
0.3487869791089771,0.9996720852578329,"active medium",1,1,1,0,1,0,0,0
0.403269513637529,0.9998590366504709,"active strong",1,1,1,0,1,1,0,0
0.39563860877297485,0.999835042888849,"active strong",1,1,1,0,1,0,1,0
0.39156783753784763,0.9997350688820907,"active medium",1,1,1,0,1,0,0,0
0.3451344775850037,0.9997380681022934,"active medium",1,1,1,0,0,0,0,0
0.20549823281047042,0.9993961569991802,"active weak",1,1,1,0,1,0,0,1
0.32593860885043224,0.9995671125507368,"active medium",1,1,1,0,0,0,1,0
0.19386781747639298,0.9994331473816808,"active weak",1,1,1,0,0,0,0,0
0.09386224054691089,0.9993731629776258,"active weak",1,1,1,0,0,0,1,0
0.24977421181333093,0.9993791614180312,"active weak",1,1,0,0,0,0,0,0
0.09386572612783718,0.9993741627176934,"active weak",1,1,1,0,0,0,1,0
0.3831753332409009,0.0,"inactive",1,1,0,0,0,0,0,0
0.3831819171159839,0.49987003379121425,"slight binder",1,1,0,0,0,0,0,0
0.24977421181333093,0.0,"inactive",1,1,0,0,0,0,0,0
0.3761999112338725,0.9997250714814149,"active medium",1,1,1,0,0,0,0,0
0.39562892660373516,0.9996730849979005,"active medium",1,0,0,1,0,0,0,0
0.4164804462782904,0.49987003379121425,"slight binder",1,1,0,0,0,0,0,0
0.6724969462438218,0.0,"inactive",1,1,0,0,0,0,0,0
0.15898780279047864,0.0,"inactive",1,1,0,0,0,0,0,0
0.6283691044303283,0.0,"inactive",1,1,0,0,0,0,0,0
0.3567536616027631,0.0,"inactive",1,1,0,0,0,0,0,0
0.2753589567423916,0.9995311219083038,"active weak",1,1,1,0,0,0,0,0
0.31780423118541506,0.0,"inactive",1,1,0,0,0,0,0,0
0.30252092704059463,0.9995661128106692,"active medium",1,1,1,0,0,0,0,0
0.2597451033397288,0.9994861336052625,"active weak",1,1,1,0,1,0,0,1
0.1667062344649595,0.999418151280667,"active weak",1,1,1,0,0,0,0,0
0.139544651453526,0.999418151280667,"active weak",1,1,1,0,0,0,0,0
0.11238306844209252,0.9993961569991802,"active weak",1,1,1,0,0,0,0,0
0.36822567664807954,0.999466138803911,"active weak",1,1,1,0,1,0,0,0
0.22103230513859834,0.9994581408833704,"active weak",1,1,0,0,0,0,0,0
0.4420584136888833,0.9997210725211444,"active medium",1,1,1,0,0,0,0,0
0.43815495033821755,0.9996710855177653,"active medium",1,1,1,0,0,0,0,0
0.0038203903385893505,0.0,"inactive",1,1,0,0,0,0,0,0
0.11645345239045016,0.0,"inactive",1,0,0,1,0,0,0,0
0.22884697757532146,0.9995101273668846,"active weak",1,1,1,0,1,0,0,1
0.3725797481551595,0.9994241497210725,"active weak",1,1,0,0,0,0,0,0
0.4269027205346416,0.0,"inactive",1,1,0,0,0,0,0,1
0.3410637063498764,0.9997050766800631,"active medium",1,1,1,0,1,0,0,0
